news_publisher,article_date,article_links,Bias_1,Clickbait Bias_1,Selection Bias_1,Framing Bias_1,Linguistic Bias_1,Ideology Bias_1,Stance Bias_1,Omission Bias_1,Fact Bias_1,Emotional Bias_1,Explanation_1,Bias_2,Clickbait Bias_2,Selection Bias_2,Framing Bias_2,Linguistic Bias_2,Ideology Bias_2,Stance Bias_2,Omission Bias_2,Fact Bias_2,Emotional Bias_2,Explanation_2
Live Hindustan,2024-01-11 0:35:10,https://www.livehindustan.com/uttar-pradesh/bulandsehar/story-bku-apolitical-took-out-a-torch-procession-9184937.html,no,0,0,0,0,0,0,0,0,0,-,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-11 1:00:07,https://www.livehindustan.com/ncr/new-delhi/story-boycotting-ceremony-on-political-grounds-is-disrespect-to-god-nss-9185078.html,yes,0,0,1,0,1,0,0,0,1,"1. Ideology bias => The text promotes a religious-nationalist viewpoint, portraying participation in the ceremony as a duty and labeling dissent as self-interest or political gain. 2. Framing bias => The issue is framed as आस्था बनाम राजनीति. Terms like “भगवान के प्रति अनादर” and “प्रत्येक आस्तिक का कर्तव्य” push a moral–religious frame, steering readers toward one interpretation.",yes,0,0,1,0,1,0,0,0,0,"1. Ideology bias => The text promotes a religious-nationalist viewpoint, portraying participation in the ceremony as a duty and labeling dissent as self-interest or political gain. 2. Framing bias => The issue is framed as आस्था बनाम राजनीति. Terms like “भगवान के प्रति अनादर” and “प्रत्येक आस्तिक का कर्तव्य” push a moral–religious frame, steering readers toward one interpretation."
Live Hindustan,2024-01-11 1:30:56,https://www.livehindustan.com/bihar/muzaffarpur/story-doubt-on-zip-president-vice-president-continues-political-temperature-rises-9185395.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-11 2:00:22,https://www.livehindustan.com/jharkhand/dhanbad/story-political-master-stroke-of-bjp-on-the-pretext-of-dhanbad-chandrapura-passenger-9185549.html,yes,1,0,0,0,0,0,0,0,0,1. Clickbait bias => धनबाद–चंद्रपुरा पैसेंजर के बहाने भाजपा का सियासी मास्टर स्ट्रोक,yes,1,0,0,0,0,0,0,0,0,1. Clickbait bias => धनबाद–चंद्रपुरा पैसेंजर के बहाने भाजपा का सियासी मास्टर स्ट्रोक
Live Hindustan,2024-01-11 8:29:03,https://www.livehindustan.com/uttar-pradesh/story-poor-anti-hindu-politics-of-congress-and-akhilesh-bjp-attack-on-rejecting-the-invitation-for-ram-mandir-pran-pratistha-9185830.html,no,0,0,0,0,0,0,0,0,0,-,yes,1,1,1,1,0,1,1,0,1,
Live Hindustan,2024-01-11 10:26:22,https://www.livehindustan.com/rajasthan/story-sachin-pilot-gave-vent-to-factionalism-in-bjp-understand-the-political-meaning-of-praising-kirodilal-meena-9185898.html,yes,0,0,0,0,0,1,0,0,1,"तो उम्मीद थी कि उन्हें सरकार में कोई बड़ी जिम्मेदारी दी जाएगी लेकिन ऐसा नहीं हुआ है, बहुत ही छोटा विभाग दिया गया है। जो मेहनत उन्होंने विपक्ष में रहते की थी उसका फल उन्हें नहीं मिल पाया।""""पर हम लोग आते जाते रहते हैं, यह धार्मिक मामला है इस पर राजनीति करना गलत है। सब की आस्था भगवान राम में है लेकिन बीजेपी धार्मिक आस्था के जरिए चुनावी लाभ लेना चाहती है जो सही नहीं है।""",no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-11 15:58:40,https://www.livehindustan.com/chhattisgarh/story-how-will-chhattisgarh-shri-ramlala-darshan-yojana-affect-the-lok-sabha-elections-what-is-the-political-meaning-of-the-yatra-9186474.html,yes,0,0,1,1,1,1,0,0,1,"जानकारों की माने तो इस यात्रा से भाजपा को छत्तीसगढ़ के लोकसभा चुनाव में जरूर फायदा मिलेगा।  ""होनी है उसी साल देश में आम चुनाव भी होने हैं। लगातार देश में विपक्षी दल सत्ताधारी भाजपा के ऊपर राम मंदिर पर राजनीति करने का आरोप लगा रही है। छत्तीसगढ़ में भी प्रदेश की भाजपा सरकार श्री""",yes,0,0,0,0,0,1,0,0,0,
Live Hindustan,2024-01-11 16:45:27,https://www.livehindustan.com/jharkhand/bokaro/story-assistant-electoral-registration-officer-bermo-held-a-meeting-with-political-parties-9186694.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-11 19:08:42,https://www.livehindustan.com/bihar/story-ex-cm-jitan-manjhi-claims-nitish-kumar-to-give-big-jolt-to-lalu-yadav-political-earthquake-expected-in-bihar-after-kharmas-9187472.html,yes,1,1,1,1,0,1,1,0,0,"1. Clickbait bias => खरमास के बाद बिहार में आएगा सियासी भूचाल? जीतन मांझी का दावा—नीतीश कुमार लालू को देंगे झटका। 2. Selection bias => Only opposition leaders’ views are presented; no BJP or neutral institutional response. 3. Framing bias => Events are framed to suggest opportunism, pressure politics, and instability around Nitish Kumar. 4. Linguistic bias => Phrases like “पलटी मारेंगे”, “दबाव”, “फिर वही स्थितियां” 5. Stance bias => The narrative consistently aligns with opposition criticism of Nitish Kumar and BJP. 6. Omission bias => Missing responses from Nitish Kumar, BJP, or official sources; no factual rebuttal.",yes,1,1,1,1,0,1,1,0,0,"1. Clickbait bias => खरमास के बाद बिहार में आएगा सियासी भूचाल? जीतन मांझी का दावा—नीतीश कुमार लालू को देंगे झटका। 2. Selection bias => Only opposition leaders’ views are presented; no BJP or neutral institutional response. 3. Framing bias => Events are framed to suggest opportunism, pressure politics, and instability around Nitish Kumar. 4. Linguistic bias => Phrases like “पलटी मारेंगे”, “दबाव”, “फिर वही स्थितियां” 5. Stance bias => The narrative consistently aligns with opposition criticism of Nitish Kumar and BJP. 6. Omission bias => Missing responses from Nitish Kumar, BJP, or official sources; no factual rebuttal."
Live Hindustan,2024-01-11 19:15:07,https://www.livehindustan.com/jharkhand/ranchi/story-party-should-give-political-participation-according-to-population-majlis-olema-9187568.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-11 19:40:07,https://www.livehindustan.com/uttar-pradesh/muzaffar-nagar/story-kranti-sena-39-s-support-to-bku-apolitical-strike-9187681.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-11 20:30:21,https://www.livehindustan.com/bihar/begusarai/story-good-people-stayed-away-from-politics-due-to-fear-of-money-muscle-power-or-caste-influence-9187944.html,yes,0,0,1,0,0,0,0,0,0,"""जिस लोकतंत्र में समाज के अच्छे लोग भागीदार नहीं बनते हैं, वहां लोगों को इस बात के लिए तैयार रहना चाहिए कि समाज का कोई मूर्ख आदमी राजा बनकर शासन करेगा।""",yes,0,0,1,0,0,0,0,0,1,"1. Emotional bias => Packaging of story creates fear and anger in population, as well as the choice of phrases => 2. Framing bias => ""मूर्खों, चोरों और बदमाशों का अड्डा"", ""मूूर्ख"" etc."
Live Hindustan,2024-01-11 21:30:09,https://www.livehindustan.com/jharkhand/ranchi/story-discussion-between-mir-and-cm-on-the-political-situation-of-the-state-9188237.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-11 22:15:14,https://www.livehindustan.com/jharkhand/ranchi/story-shri-ram-temple-should-not-become-the-center-of-politics-anand-9188482.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-11 22:16:36,https://www.livehindustan.com/blog/story-hindustan-opinion-column-12-january-2024-maharashtra-at-new-stage-of-politics-9188450.html,yes,0,0,1,0,0,1,0,0,0,“उद्धव ठाकरे को झटका लगा है और अब देखना होगा कि राज्य की राजनीति पर इसका कितना असर होगा।” “भाजपा के साथ उनके गठबंधन ने ही यह स्थिति पैदा की है।”,yes,0,0,1,0,0,1,0,0,0,"1. Stance bias, Framing bias => ""उद्धव ठाकरे भावनात्मक अपील करके ही अपनी राजनीति करते रहे हैं"", ""उद्धव ठाकरे और शरद पवार के कंधों का ही इस्तेमाल करती रहेगी"""
Live Hindustan,2024-01-12 0:15:38,https://www.livehindustan.com/uttar-pradesh/jaunpur/story-bjp-does-politics-of-misleading-toofani-saroj-9189445.html,yes,1,1,1,0,0,0,0,0,0,"1. Framing bias => Provocative statements of the MLA are reported and given more coverage. 2. Selection bias => No views of opposition party are reflected, made more sure by the headline.",yes,0,1,1,0,0,0,0,0,0,"1. Framing bias => Provocative statements of the MLA are reported and given more coverage. 2. Selection bias => No views of opposition party are reflected, made more sure by the headline."
Live Hindustan,2024-01-12 0:30:36,https://www.livehindustan.com/bihar/araria/story-the-political-temperature-in-the-block-has-risen-as-soon-as-the-no-confidence-motion-was-filed-9189581.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-12 13:11:34,https://www.livehindustan.com/chhattisgarh/story-political-rhetoric-intensifies-in-chhattisgarh-on-ram-mandir-issue-ts-singhdev-said-on-sonia-statement-on-pran-pratistha-9190709.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-12 17:45:25,https://www.livehindustan.com/jharkhand/latehar/story-political-discussion-cum-forest-feast-program-of-tailik-sahu-samaj-concluded-in-balumath-9191639.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-12 19:24:10,https://www.livehindustan.com/bihar/story-bjym-president-tejasvi-surya-says-bihar-lost-enough-due-to-caste-politics-lalu-not-looking-beyond-son-tejashwi-in-rjd-9192093.html,yes,0,1,1,0,0,0,0,0,0,"1. Selection bias => The article reports only BJP/Yuva Morcha leaders’ statements. No opposing voices, experts, or neutral analysis are included. 2. Framing bias => Issues like caste politics, education failure, and youth migration are framed to support BJP’s narrative and blame rival parties. 3.  Stance bias => The story consistently endorses BJP’s viewpoint, presenting claims as persuasive arguments rather than contested opinions.",yes,0,1,1,0,0,1,0,0,0,"1. Selection bias => The article reports only BJP/Yuva Morcha leaders’ statements. No opposing voices, experts, or neutral analysis are included. 2. Framing bias => Issues like caste politics, education failure, and youth migration are framed to support BJP’s narrative and blame rival parties. 3.  Stance bias => The story consistently endorses BJP’s viewpoint, presenting claims as persuasive arguments rather than contested opinions."
Live Hindustan,2024-01-12 22:15:05,https://www.livehindustan.com/ncr/new-delhi/story-there-will-be-political-earthquake-in-maharashtra-after-lok-sabha-elections-shinde-9193108.html,yes,1,0,1,0,0,0,0,0,0,,no,1,0,0,0,0,0,0,0,0,
Live Hindustan,2024-01-12 23:45:33,https://www.livehindustan.com/bihar/motihari/story-politics-heats-up-over-no-confidence-motion-in-dhaka-9193676.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-11 19:20:05,https://www.livehindustan.com/uttar-pradesh/agra/story-it-is-important-to-learn-the-political-values-of-pandit-deendayal-9312268.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-11 21:00:26,https://www.livehindustan.com/jharkhand/bokaro/story-pandit-deendayal-gave-new-ideology-to-indian-politics-parinda-9312711.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-11 21:45:13,https://www.livehindustan.com/uttarakhand/champawat/story-opposition-cheated-the-state-by-doing-appeasement-politics-cm-9312808.html,yes,1,1,1,0,0,1,0,0,0,“तुष्टीकरण की राजनीति कर विपक्ष ने प्रदेश को ठगा: सीएम”,yes,1,1,1,0,0,1,0,0,0,"1. “तुष्टीकरण की राजनीति कर विपक्ष ने प्रदेश को ठगा: सीएम”  => Clickbait bias, 2. Framing bias =>  Article frames the BJP government as reform-oriented, people-centric, and effective, the opposition as obstructive, regressive, and responsible for underdevelopment. 3. Stance bias, Selection bias => No views of opposition parties presented, narrative only around BJP spokesperson"
Live Hindustan,2024-02-11 22:20:07,https://www.livehindustan.com/uttar-pradesh/balrampur/story-bjp-government-is-doing-politics-of-votes-and-appeasement-mohd-ayub-9312922.html,yes,1,0,1,0,0,1,0,0,1,"1. Mild emotional bias after just reporting statements of Peace Party, and mentions of targetted groups 2. Selection, Stance bias => Only statements from one political side (PIS Party leaders) are included. No response or perspective from the BJP/government is given. 3. Framing bias => Events are framed primarily as oppression, fear, and injustice caused by the ruling government, guiding the reader toward a negative interpretation. 4. Clickbait bias => “भाजपा की सरकार वोट एवं ध्रुवीकरण की कर रही राजनीति: मो. अयूब”",yes,1,0,1,0,0,1,0,0,1,"1. Mild emotional bias after just reporting statements of Peace Party, and mentions of targetted groups 2. Selection, Stance bias => Only statements from one political side (PIS Party leaders) are included. No response or perspective from the BJP/government is given. 3. Framing bias => Events are framed primarily as oppression, fear, and injustice caused by the ruling government, guiding the reader toward a negative interpretation."
Live Hindustan,2024-02-11 22:45:05,https://www.livehindustan.com/ncr/new-delhi/story-nadda-accused-india-alliance-of-dynastic-politics-9312990.html,yes,0,1,1,0,0,1,0,0,0,,yes,0,1,1,0,0,1,0,0,0,"1. Selection bias => Only BJP voices and accusations are reported. 2. Stance bias => The article clearly aligns with BJP’s viewpoint. BJP leaders’ claims are presented extensively and positively, while opponents are criticized. 3. Framing bias => Reporting words like “वंशवादी राजनीति,” “भ्रष्टाचार,” “बहुत खराब शासन” creates a negative interpretive frame for non-BJP parties."
Live Hindustan,2024-02-11 23:30:22,https://www.livehindustan.com/uttar-pradesh/agra/story-it-is-important-to-learn-the-political-values-of-pt-deendayal-9313361.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-11 23:45:15,https://www.livehindustan.com/bihar/biharsharif/story-many-proposals-were-taken-in-the-meeting-of-political-parties-9313534.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-12 0:00:22,https://www.livehindustan.com/jharkhand/simdega/story-political-parties-use-obc-as-vote-bank-udasan-9313683.html,yes,0,1,1,1,0,0,0,0,1," “अब तक राजनीतिक दलों ने ओबीसी समुदाय को सिर्फ वोट बैंक के रूप में इस्तेमाल किया है।” this is framing bias like they are showing in wrong point of view      “सरकार ने अनदेखी की… अधिकार से वंचित रखा गया।” “ओबीसी समुदाय आगामी चुनाव में NOTA का प्रयोग करेगा।” (anger + protest emotion)   and framing because showing only one side only --obc
",yes,1,1,1,0,0,0,0,0,1,"1. Clickbait bias => “राजनीतिक दल ओबीसी को वोट बैंक के रूप में करते हैं इस्तेमाल: उदासन” 2. Emotional bias => OBC are repeatedly shown as being underprivileged 3. Selection bias => Statements criticizing the government and political parties for treating OBCs as a “vote bank” are included, but no response, justification, or alternative viewpoint from the government or other political actors is presented. 4. Framing bias => The issue is framed as a systematic injustice and betrayal (“हमेशा से हमारा हक मारा गया”, “सिर्फ वोट बैंक के रूप में इस्तेमाल”), The narrative frames political parties uniformly as exploitative, shaping reader interpretation before independent evaluation."
Live Hindustan,2024-02-12 0:45:22,https://www.livehindustan.com/bihar/munger/story-my-political-identity-from-jamui-chirag-9314061.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-12 10:37:48,https://www.livehindustan.com/gadgets/story-meta-will-not-suggest-political-content-on-instagram-and-threads-from-now-9314754.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-12 18:00:53,https://www.livehindustan.com/jharkhand/godda/story-bdo-held-a-meeting-with-representatives-of-political-parties-9315879.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-12 18:28:49,https://www.livehindustan.com/rajasthan/story-rajasthan-police-clg-members-engaged-in-political-activities-in-police-stations-will-be-removed-9315998.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-13 0:31:12,https://www.livehindustan.com/uttar-pradesh/amroha/story-social-political-and-economic-upliftment-of-kshatriya-rajput-society-is-the-goal-madan-chauhan-9316588.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-12 22:55:06,https://www.livehindustan.com/uttar-pradesh/raebareli/story-all-political-parties-should-cooperate-to-increase-voting-percentage-9317339.html,yes,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-12 22:55:13,https://www.livehindustan.com/uttar-pradesh/bijnor/story-bsp-mp-maluk-nagar-reaches-rld-office-political-discussion-intensifies-9317353.html,yes,0,0,1,1,0,1,0,0,1,"Emotional Bias-उनके इस कदम के सियासी हलके में अलग ही कयास लगाए जा रहे हैं।, Stance Bias-मलूक नगर का रालोद दफ्तर पहुंचना खटक रहा है",yes,0,0,1,1,0,1,0,0,1,"1. Emotional bias => Mild becasue of the language used, and slight anti views towards BSP 2. Linguistic bias, Framing bias => “सियासी हलके में अलग ही कयास लगाए जा रहे हैं” and ""वे हार का मुँह देख चुके थे।"" and ""मलूक जीतने से पहले हार की हैट्रिक लगा चुके थे।"" 3. Stance bias => Opening statements and some choice of words seems against BSP 4. Framing bias => Formation of sentences as described in 2. "
Live Hindustan,2024-02-12 23:00:14,https://www.livehindustan.com/jharkhand/lohardaga/story-teli-samaj-will-introduce-political-awareness-sunil-9317425.html,yes,0,1,0,0,1,0,0,0,0,Ideology Bias-अब तेली समाज भी पहले जाति फिर पार्टी के तर्ज पर चलकर बंधुआगिरी नहीं बल्कि जागरूकता का परिचय देगा।,yes,0,1,0,0,1,0,0,0,0,"1. Selection bias => The report focuses only on the तेली समाज, their leaders, views, and participation, with no other communities or counter-views included. 2. Ideology bias => Caste-based political mobilization creates bias by prioritizing one community’s identity and interests over inclusive, equal representation of all groups."
Live Hindustan,2024-02-13 1:16:26,https://www.livehindustan.com/bihar/purnia/story-the-pride-of-the-person-doing-horse-trading-politics-is-broken-9318397.html,yes,1,0,1,1,0,1,0,0,0,"Framing Bias -खरीद फरोख्त की राजनीति करने वाले का टूटा घमंड,Stance Bias-हमारी डबल इंजन सरकार प्रधानमंत्री नरेंद्र मोदी और मुख्यमंत्री नीतीश कुमार के नेतृत्व में बिहार के समग्र विकास के लिए काम करेगी, seems pro-BJP",yes,1,0,1,1,0,1,0,0,0,1. Clickbait bias => खरीद–फरोख्त की राजनीति करने वालों का घमंड टूट गया। 2. Stance bias=> Has a pro-BJP stance 3. Linguistic bias => लालू यादव की रणनीति से तेजस्वी यादव का खेल उलट गया। 4. Framing bias => Story packed in such a way to glorify BJP's victory
Live Hindustan,2024-02-13 2:00:27,https://www.livehindustan.com/bihar/munger/story-karpoori-thakur-was-an-example-of-simplicity-humility-honesty-and-hard-work-in-indian-politics-ddc-9318627.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-02-13 17:45:19,https://www.livehindustan.com/jharkhand/ranchi/story-nsui-termed-politicization-of-paper-leak-as-unfortunate-9320101.html,yes,0,1,1,0,0,1,0,0,0,"Stance Bias-भाजपा की ओर से जानबूझकर छात्रों के भविष्य के साथ राजनीतिकरण किया जा रहा है, वह सही नहीं है।,Selection Bias-(Entire report contains only NSUI’s view),Framing Bias-अपनी राजनीतिक रोटी सेंकने से मतलब है।",yes,0,1,1,0,0,1,0,0,0,"1. Selection bias, Stance bias => Only one party’s (एनएसयूआई) perspective is presented; no response from BJP or neutral sources. 2. Framing bias => Phrases like “राजनीतिक रोटी सेंकने” and “साजिश” add charged framing."
Live Hindustan,2024-03-11 18:00:17,https://www.livehindustan.com/jharkhand/garhwa/story-bjp-plays-politics-of-neither-developing-nor-allowing-development-mithilesh-9514219.html,yes,1,1,1,0,0,1,0,0,0,"1. Selection bias => The article only selects quotes and data from Minister Mithilesh Thakur. By choosing not to interview a BJP representative or an independent economic analyst, the author ensures the reader only sees one side of the conflict. There is a total omission of the BJP’s specific counter-arguments or any data that might contradict the Minister's claims about the ""empty treasury."" 2. Framing bias => Tells the reader how to feel about the side being shown, that is only shows inclusion of anti-BJP views, manipulating reader's views. 3. Stance bias => Only anti-BJP quotes 4. Clickbait bias =>  विकास न करेंगे न करने देंगे की राजनीति करती है भाजपा : मिथिलेश",yes,1,1,1,0,0,1,0,0,0,"1. Selection bias => The article only selects quotes and data from Minister Mithilesh Thakur. By choosing not to interview a BJP representative or an independent economic analyst, the author ensures the reader only sees one side of the conflict. There is a total omission of the BJP’s specific counter-arguments or any data that might contradict the Minister's claims about the ""empty treasury."" 2. Framing bias => Tells the reader how to feel about the side being shown, that is only shows inclusion of anti-BJP views, manipulating reader's views. 3. Stance bias => Only anti-BJP quotes 4. Clickbait bias =>  विकास न करेंगे न करने देंगे की राजनीति करती है भाजपा : मिथिलेश"
Live Hindustan,2024-03-11 18:30:07,https://www.livehindustan.com/ncr/new-delhi/story-electoral-bonds-information-about-those-who-donated-to-political-parties-through-electoral-bonds-before-the-banks-are-closed-election-commission-9514431.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-03-11 19:00:26,https://www.livehindustan.com/uttar-pradesh/pratapgarh-kunda/story-sdm-held-a-meeting-with-representatives-of-political-parties-9514794.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-03-11 20:00:25,https://www.livehindustan.com/bihar/begusarai/story-model-code-of-conduct-taught-to-political-parties-9515168.html,yes,1,0,0,0,0,0,0,0,0,,no,1,0,0,0,0,0,0,0,0,1. Clickbait bias => राजनीतिक दलों को आदर्श आचार संहिता का पाठ पढ़ाया गया।
Live Hindustan,2024-03-11 22:00:07,https://www.livehindustan.com/ncr/new-delhi/story-left-parties-are-becoming-irrelevant-in-national-politics-due-to-continuous-decrease-in-seats-9515789.html,yes,0,0,1,1,0,1,0,0,0,"Framing Bias:लगातार सीटें घटने से राष्ट्रीय राजनीति में अप्रासंगिक हो रहे वामदल”,2004 के बाद वाम मोर्चे का प्रदर्शन लगातार खराब होता गया।,वाममोर्चा के खराब प्रदर्शन के कई कारण हैं",yes,0,0,1,1,0,0,0,0,0,"Weak , selection bias , only shown that the vote share of particular party in decreasing , but not the achievements of party , indirectly giving benefit to BJP , also article is framed such that to show stronghold of seats by BJP."
Live Hindustan,2024-03-11 23:15:08,https://www.livehindustan.com/jharkhand/chatra/story-meeting-held-with-president-secretary-district-unit-of-all-recognized-political-parties-regarding-change-of-name-of-polling-stations-9516363.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-03-12 0:15:05,https://www.livehindustan.com/jharkhand/hazaribagh/story-bread-donation-program-organized-in-prospective-pg-political-science-department-9516961.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,"Might be little bit of framing bias , need to decide on it"
Live Hindustan,2024-03-12 0:16:06,https://www.livehindustan.com/uttar-pradesh/sambhal/story-struggle-between-son-and-grandson-over-dr-burke-39-s-political-legacy-9517035.html,yes,0,1,1,1,0,1,0,0,1,"डॉ. बर्क की सियासी विरासत को लेकर बेटे-पोते में खींचतान,हलचल, खींचतान, मुश्किल, विश्वास हो गया,लोगों को विश्वास हो गया था कि पोते जियाउर्रहमान को टिकट मिल जाएगा।”",yes,0,0,1,1,0,0,1,0,0,"1- Framing bias -Whole article is framed as a political dispute , 2- selection bias- all the things represented are only of son and not father , 3-Stance bias-sensetional  claims are made."
Live Hindustan,2024-03-12 0:45:11,https://www.livehindustan.com/bihar/bagaha/story-39-bjp-is-doing-vote-politics-with-caa-9517291.html,yes,0,1,1,0,0,1,0,0,1,इधर भारतीय राष्ट्रीय कांग्रेस के जिलाध्यक्ष भारत भूषण दुबे ने कहा कि सरकार चुनाव से पहले सीएए लागू कर रही है। भाजपा वोट की राजनीति के लिए सीएए लागू कर अपने पक्ष में माहौल बनाना चाहती है।,yes,0,0,1,1,0,0,1,0,0,"1-headline indicates strong stancer, 2-framing bias - whole article is framed such that bjp is utilizing caa , and it is wrong , 3- selection bias-  no counter arguments , supreme court judgements , etc , given."
Live Hindustan,2024-03-12 12:01:16,https://www.livehindustan.com/elections/lok-sabha-elections/story-caa-rules-notification-impact-why-mamata-banerjee-opposing-caa-know-bjp-political-calculation-through-eight-seats-of-bengal-9519799.html,yes,0,1,1,0,0,1,0,0,0,केंद्र सरकार के सर्वे में भी इसे लागू करने का फायदा भाजपा को मिलता दिख रहा था। इसलिए भाजपा सरकार ने चुनावों से ऐन पहले इसे लागू करने का दांव चला है।,yes,0,0,1,1,0,1,1,0,0,"1-Framing bias- Indicates the caa protest is not a protest of opposition , but a political tool of defence, 2-stance bias - bjp is shown as a tactical party while tmc is shown as a party of defensive approach. 3-Mild linguistic bias."
Live Hindustan,2024-03-12 12:21:38,https://www.livehindustan.com/bihar/story-video-tejashwi-yadav-doing-cow-sewa-within-busy-schedule-of-politics-rjd-leader-said-this-on-lalu-yadav-rabri-devi-9519899.html,yes,0,1,0,0,0,0,0,0,0,,yes,1,0,0,0,0,0,1,0,0,"1- Stance bias- tejasvi yadav is shown as a good , kind person , 2- emotional bias- words like , mamta , shradha , etc are used."
Live Hindustan,2024-03-12 16:01:42,https://www.livehindustan.com/national/story-amit-shah-slammed-congress-opposing-citizenship-amendment-act-caa-vote-bank-politics-9520908.html,yes,0,0,0,0,0,1,0,0,1,"कांग्रेस पार्टी 70 साल तक राम मंदिर के मुद्दे को लटकाती रही, भटकाती रही, अटकाती रही। वोट बैंक के लालच में कांग्रेस ने राम मंदिर की प्राण-प्रतिष्ठा का बहिष्कार किया।",yes,0,0,1,1,0,0,1,0,0,"1- Selection bias - only opinion of amit shah was presented , no reaction from opposition , 2- stance bias - congress is shown as a weak party and only amit shah is correct "
Live Hindustan,2024-03-12 18:01:12,https://www.livehindustan.com/jharkhand/chaibasa/story-caa-notification-before-lok-sabha-elections-a-serious-political-conspiracy-bir-singh-biruli-9521862.html,yes,0,0,1,1,1,1,0,0,1,"Linguistic Bias-लोकसभा चुनाव से पहले सीएए की अधिसूचना गंभीर राजनीतिक साजिश,Framing Bias-लोकसभा चुनाव से पहले सीएए की अधिसूचना गंभीर रा headline frames the government action as a “serious conspiracy.”,जनीतिक साजिश,Stance Bias-काफी खतरनाक संकेत Only the criticizing side is represented; no balance, Emotional Bias-काफी खतरनाक”, Emotionial Bias-देश से बाहर निकालने तक-trigger emotional reactions like fear, threat, or insecurity, Ideological Bias-सीएए को धर्म के आधार पर बांटने वाला बताया गया-CAA = religious division",yes,0,0,1,1,0,0,1,0,0,"1- stance bias- can be clearly seen in the wedding , 2- caa is framed as negative thing , 3- selection bias- only  viewpoint of a person is given."
Live Hindustan,2024-03-12 18:45:37,https://www.livehindustan.com/bihar/araria/story-political-heat-on-caa-war-of-words-between-party-and-opposition-9522300.html,yes,0,0,1,1,0,0,0,0,0,"“The article contains slight framing and linguistic bias through words like ‘सियासी गर्माहट’ and ‘जुबानी जंग’, which add a dramatic tone. However, the bias is negligible because both ruling and opposition viewpoints are included, and no side is favored.”",no,0,0,0,0,0,0,0,0,0,
Live Hindustan,2024-03-12 20:25:04,https://www.livehindustan.com/uttar-pradesh/shravasti/story-dm-inspected-the-warehouse-in-the-presence-of-political-parties-9522850.html,no,0,0,0,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,
